rna_type,gene_name,rnacentral_id,hgnc_id
"lncRNA","ENSG00000268804.2","URS00022B37CB_9606","HGNC:52992"
"lncRNA","LINC01082","URS000075C5C7_9606","HGNC:49125"
"lncRNA","LINC02135","URS000075D697_9606","HGNC:27094"
"lncRNA","LINC02182","URS000075D300_9606","HGNC:53044"
"lncRNA","ZC3H18-AS1","URS0000BC44B2_9606","HGNC:33799"
"lncRNA","NONHSAG020304.2","URS000075EEBC_9606","HGNC:56095"
"lncRNA","PITPNA-AS1","URS000075B2EC_9606","HGNC:44116"
"lncRNA","LINC01996","URS0000ABD849_9606","HGNC:52830"
"lncRNA","MYHAS","URS00007E4CFC_9606","HGNC:50609"
"lncRNA","CDRT8","URS000075AC97_9606","HGNC:14387"
"lncRNA","LINC02090","URS0000BC44AB_9606","HGNC:52941"
"lncRNA","LOC388436","URS0000E60A59_9606","HGNC:26214"
"lncRNA","LINC02088","URS0000BC4466_9606","HGNC:52939"
"lncRNA","CCDC144NL-AS1","URS0000E60B33_9606","HGNC:51340"
"lncRNA","LINC01992","URS0000BC44F4_9606","HGNC:52824"
"lncRNA","SPAG5-AS1","URS000075B48C_9606","HGNC:41140"
"lncRNA","MIR365BHG","URS00007C6E21_9606","HGNC:55941"
"lncRNA","SNHG30","URS0000A773AA_9606","HGNC:52836"
"lncRNA","ENSG00000282721.1","URS00001A9A2E_9606","HGNC:55229"
"lncRNA","KRT10-AS1","URS0000E60A4D_9606","HGNC:28305"
"lncRNA","LINC00910","URS000075DFE4_9606","HGNC:44361"
"lncRNA","MIR2117HG","URS0000BC43BE_9606","HGNC:51999"
"lncRNA","KANSL1-AS1","URS000075ED2D_9606","HGNC:43740"
"lncRNA","NFE2L1-DT","URS0002123158_9606","HGNC:54812"
"lncRNA","HOXB-AS4","URS0002123147_9606","HGNC:40285"
"lncRNA","TOB1-AS1","URS000075F043_9606","HGNC:44340"
"lncRNA","LINC02071","URS000075C28C_9606","HGNC:52917"
"lncRNA","LINC02073","URS0000BC455F_9606","HGNC:52919"
"lncRNA","LINC02876","URS0000EEACB0_9606","NA"
"lncRNA","ENSG00000263004.3","URS00022AE97E_9606","HGNC:55339"
"lncRNA","HEATR6-DT","URS0000A76B7C_9606","HGNC:52929"
"lncRNA","LINC00674","URS000075B18A_9606","HGNC:44355"
"lncRNA","ROCR","URS000075C0E6_9606","HGNC:52946"
"lncRNA","LUCAIR1","URS000075D66E_9606","HGNC:44354"
"lncRNA","LINC02092","URS000075BBEB_9606","HGNC:52943"
"lncRNA","SNHG20","URS000075E632_9606","HGNC:33099"
"lncRNA","TMEM105","URS0001980FCD_9606","HGNC:26794"
"lncRNA","LINC03048","URS0000EEAC9B_9606","HGNC:56272"
"lncRNA","NARF-AS2","URS00025EA1CB_9606","HGNC:55327"
"lncRNA","LINC02564","URS0000BC462B_9606","HGNC:53604"
"lncRNA","TYMSOS","URS00021231D4_9606","HGNC:29553"
"lncRNA","MYL12-AS1","URS0000D5764B_9606","HGNC:55331"
"lncRNA","NONHSAG023243.2","URS00005527E9_9606","HGNC:44333"
"lncRNA","LINC00667","URS00003F999A_9606","HGNC:27906"
"lncRNA","NONHSAG023269.2","URS00001FE470_9606","HGNC:51104"
"lncRNA","L3MBTL4-AS1","URS000075CEE6_9606","HGNC:51320"
"lncRNA","ARHGAP28-AS1","URS0000A77639_9606","HGNC:55320"
"lncRNA","TWSG1-DT","URS0000EF54F4_9606","HGNC:55329"
"lncRNA","PPP4R1-AS1","URS000075D56F_9606","HGNC:51112"
"lncRNA","lnc-PTPN2-2","URS000075B8C8_9606","HGNC:52701"
"lncRNA","LDLRAD4-AS1","URS000075C448_9606","HGNC:48592"
"lncRNA","LINC01906","URS00021231D5_9606","HGNC:52725"
"lncRNA","TTC39C-AS1","URS000075A8A0_9606","HGNC:51321"
"lncRNA","LINC01894","URS0000BC44F2_9606","HGNC:52713"
"lncRNA","COSMOC","URS0000A76CE5_9606","HGNC:51610"
"lncRNA","LINC01902","URS0000CCE026_9606","HGNC:52721"
"lncRNA","LINC00907","URS000075B00D_9606","HGNC:44327"
"lncRNA","LINC01630","URS000046ECC3_9606","HGNC:52295"
"lncRNA","LINC-ROR","URS00007681C7_9606","HGNC:43773"
"lncRNA","ATP8B1-AS1","URS0000EEACA1_9606","HGNC:56042"
"lncRNA","MIR122HG","URS0002123229_9606","HGNC:53821"
"lncRNA","MALT1-AS1","URS0000EEACD1_9606","HGNC:55306"
"lncRNA","KDSR-DT","URS00022B14B1_9606","HGNC:55299"
"lncRNA","LINC01538","URS000075C66D_9606","HGNC:51306"
"lncRNA","GTSCR1","URS0000E60ADB_9606","HGNC:18406"
"lncRNA","LINC01541","URS000075EF78_9606","HGNC:51309"
"lncRNA","NETO1-DT","URS0000A77148_9606","HGNC:55333"
"lncRNA","LINC02864","URS000075EA6E_9606","HGNC:54480"
"lncRNA","LINC02582","URS000075B4BA_9606","HGNC:53792"
"lncRNA","LINC00908","URS000075AA0D_9606","HGNC:27599"
"lncRNA","ZNF236-DT","URS000075A384_9606","HGNC:53779"
"lncRNA","PARD6G-AS1","URS000075E54F_9606","HGNC:44109"
"lncRNA","ENSG00000267751.6","URS00022B8684_9606","HGNC:55286"
"lncRNA","CIRBP-AS1","URS000075D59F_9606","HGNC:28588"
"lncRNA","lnc-AES-6","URS00001ADF52_9606","HGNC:55293"
"lncRNA","RAB11B-AS1","URS000075D986_9606","HGNC:44178"
"lncRNA","ENSG00000267308.3","URS0002184DC4_9606","HGNC:52553"
"lncRNA","UCA1","URS000075D6E2_9606","HGNC:37126"
"lncRNA","LINC00663","URS000075C943_9606","HGNC:28609"
"lncRNA","LINC02987","URS0000BC4504_9606","HGNC:56093"
"lncRNA","LINC00662","URS000075BAA8_9606","HGNC:27122"
"lncRNA","VSTM2B-DT","URS00025E34A3_9606","HGNC:27615"
"lncRNA","LINC01791","URS0000BC45D7_9606","HGNC:52581"
"lncRNA","LINC01533","URS000075A5AA_9606","HGNC:51274"
"lncRNA","DPY19L3-DT","URS000075A922_9606","HGNC:55307"
"lncRNA","NUDT19-DT","URS00025F33C9_9606","HGNC:55296"
"lncRNA","LINC01801","URS000075E913_9606","HGNC:52592"
"lncRNA","LINC03049","URS0002617869_9606","NA"
"lncRNA","NONHSAG025540.2","URS000044FE79_9606","HGNC:44325"
"lncRNA","ZNF793-AS1","URS000075CA15_9606","HGNC:51303"
"lncRNA","MAP4K1-AS1","URS0000A76C16_9606","HGNC:55302"
"lncRNA","LNROP","URS000075DBF1_9606","HGNC:55512"
"lncRNA","ENSG00000231412.3","URS00022B6D68_9606","HGNC:56665"
"lncRNA","ENSG00000267191.3","URS00025E5E57_9606","HGNC:55308"
"lncRNA","GEMIN7-AS1","URS0000A76ADA_9606","HGNC:53773"
"lncRNA","PTOV1-AS2","URS000075D2AE_9606","HGNC:51284"
"lncRNA","ZNF473CR","URS0000A7721A_9606","HGNC:56021"
"lncRNA","SIGLEC10-AS1","URS0000EEACAF_9606","HGNC:40719"
"lncRNA","ZNF582-DT","URS0000759FAC_9606","HGNC:25213"
"lncRNA","ZNF667-AS1","URS000075E697_9606","HGNC:44321"
"lncRNA","MZF1-AS1","URS000075B500_9606","HGNC:51271"
"lncRNA","SNTG2-AS1","URS0000A766BB_9606","HGNC:54058"
"lncRNA","MIR7515HG","URS0000759DD2_9606","HGNC:49838"
"lncRNA","LINC00954","URS000075EEFA_9606","HGNC:48668"
"lncRNA","ENSG00000223734.3","URS00022B900E_9606","HGNC:54382"
"lncRNA","DNAJC27-AS1","URS000075C5C5_9606","HGNC:42943"
"lncRNA","BIRC6-AS2","URS00007E504B_9606","HGNC:50490"
"lncRNA","CRIM1-DT","URS000075E106_9606","HGNC:54057"
"lncRNA","ENSG00000236213.4","URS00022B618C_9606","HGNC:56370"
"lncRNA","CYP1B1-AS1","URS000075B013_9606","HGNC:28543"
"lncRNA","LINC02613","URS000075B9E5_9606","HGNC:54068"
"lncRNA","MAP4K3-DT","URS00005B9820_9606","HGNC:54056"
"lncRNA","LINC02898","URS0000E60A75_9606","HGNC:42966"
"lncRNA","LINC02580","URS0000CCDFD5_9606","HGNC:53751"
"lncRNA","LINC01121","URS000075D120_9606","HGNC:49266"
"lncRNA","LINC01820","URS0000BC44DE_9606","HGNC:52625"
"lncRNA","LINC02583","URS000075AA12_9606","HGNC:53812"
"lncRNA","RHOQ-AS1","URS000075B64E_9606","HGNC:40816"
"lncRNA","LINC01118","URS000075B300_9606","HGNC:49261"
"lncRNA","MIR4432HG","URS00008E39B6_9606","HGNC:52005"
"lncRNA","USP34-DT","URS00025EDAE9_9606","HGNC:55262"
"lncRNA","LINC02245","URS000075C780_9606","HGNC:53134"
"lncRNA","ENSG00000232613.7","URS00022B1598_9606","HGNC:53748"
"lncRNA","MEIS1-AS3","URS000075A690_9606","HGNC:40369"
"lncRNA","LINC01828","URS000075A0A5_9606","HGNC:52634"
"lncRNA","ENSG00000237576.2","URS00025EC7ED_9606","HGNC:52707"
"lncRNA","SMANTIS","URS000194B0DB_9606","HGNC:54417"
"lncRNA","DGUOK-AS1","URS000075AA95_9606","HGNC:43441"
"lncRNA","DCTN1-AS1","URS0000D77F4C_9606","HGNC:44151"
"lncRNA","NCAL1","URS0000EF3F1C_9606","HGNC:56663"
"lncRNA","EIF2AK3-DT","URS0000A769B7_9606","HGNC:54066"
"lncRNA","APPAT","URS00007E40C8_9606","HGNC:56009"
"lncRNA","STARD7-AS1","URS000075C0AB_9606","HGNC:40827"
"lncRNA","LINC01849","URS0000BC45A9_9606","HGNC:52665"
"lncRNA","LINC01102","URS000075D0D1_9606","HGNC:27165"
"lncRNA","LINC01103","URS000075B28B_9606","HGNC:49225"
"lncRNA","LINC01886","URS0000BC455B_9606","HGNC:52705"
"lncRNA","RGPD4-AS1","URS000075E4D9_9606","HGNC:49273"
"lncRNA","NONHSAG028870.2","URS00005ED704_9606","HGNC:51584"
"lncRNA","LINC01106","URS000075EE95_9606","HGNC:26769"
"lncRNA","PAX8-AS1","URS000075ED93_9606","HGNC:49271"
"lncRNA","LINC01191","URS000075CA32_9606","HGNC:49595"
"lncRNA","LINC01826","URS0000BC45AB_9606","HGNC:52632"
"lncRNA","ENSG00000236682.4","URS00022B1D7B_9606","HGNC:54088"
"lncRNA","LINC01945","URS0000BC43AA_9606","HGNC:52769"
"lncRNA","LINC02631","URS00025E3421_9606","HGNC:54112"
"lncRNA","TEX41","URS000075B9B4_9606","HGNC:48667"
"lncRNA","ENSG00000231040.3","URS00025EA21A_9606","HGNC:52730"
"lncRNA","LINC01876","URS00007E3E6D_9606","HGNC:52695"
"lncRNA","LINC02478","URS000075E363_9606","HGNC:53446"
"lncRNA","DPP4-DT","URS0000BC43FF_9606","HGNC:40191"
"lncRNA","MAP3K20-AS1","URS000075CC9C_9606","HGNC:27935"
"lncRNA","LINC01305","URS000075E2AF_9606","HGNC:27690"
"lncRNA","ENSG00000226853.5","URS00022B49EF_9606","HGNC:55827"
"lncRNA","HAGLROS","URS000075CA0B_9606","HGNC:50646"
"lncRNA","CHROMR","URS000075DD89_9606","HGNC:54059"
"lncRNA","FSIP2-AS2","URS000075BFE2_9606","NA"
"lncRNA","DIRC1","URS0000E60A05_9606","HGNC:15760"
"lncRNA","OSGEPL1-AS1","URS000075EA04_9606","HGNC:41009"
"lncRNA","NONHSAG030342.2","URS000075B457_9606","HGNC:48602"
"lncRNA","LINC01802","URS0000BC44E4_9606","HGNC:52591"
"lncRNA","IDH1-AS1","URS000075BD60_9606","HGNC:40292"
"lncRNA","LANCL1-AS1","URS0000759A9C_9606","HGNC:50727"
"lncRNA","LINC02862","URS00025E358A_9606","HGNC:54419"
"lncRNA","DIRC3","URS0000CCDF88_9606","HGNC:17805"
"lncRNA","LINC00608","URS000075A844_9606","HGNC:27179"
"lncRNA","ENSG00000163081.4","URS0000DBA68C_9606","HGNC:26514"
"lncRNA","CT75","URS0000A7644B_9606","HGNC:37174"
"lncRNA","LINC01807","URS0000CCE0B1_9606","HGNC:52610"
"lncRNA","LINC00471","URS000075E41B_9606","HGNC:28668"
"lncRNA","IQCA1-AS1","URS00025E356C_9606","HGNC:41137"
"lncRNA","GPC1-AS1","URS0000E60B3F_9606","HGNC:56102"
"lncRNA","LINC03086","URS0000E60B17_9606","HGNC:56701"
"lncRNA","LINC01730","URS000075AC7B_9606","HGNC:52518"
"lncRNA","LINC01433","URS000075ECD9_9606","HGNC:50746"
"lncRNA","NONHSAG031198.2","URS000075A287_9606","HGNC:44315"
"lncRNA","LINC01713","URS0000BC458C_9606","HGNC:52500"
"lncRNA","PARAL1","URS000075C373_9606","HGNC:53772"
"lncRNA","LINC01723","URS000075D4FE_9606","HGNC:52511"
"lncRNA","ISM1-AS1","URS000075AFFD_9606","HGNC:44313"
"lncRNA","LINC00652","URS000075A4FE_9606","HGNC:25003"
"lncRNA","SCP2D1-AS1","URS0000E60A24_9606","HGNC:16210"
"lncRNA","LINC01432","URS000075F04E_9606","HGNC:50745"
"lncRNA","LINC00261","URS000075C45D_9606","HGNC:16189"
"lncRNA","LINC01747","URS0000BC445A_9606","HGNC:52536"
"lncRNA","LINC00656","URS000075E87C_9606","HGNC:27304"
"lncRNA","LINC01431","URS000075A94E_9606","HGNC:50744"
"lncRNA","ZNF337-AS1","URS00007E3D08_9606","HGNC:40759"
"lncRNA","MIR663AHG","URS0000759F7F_9606","HGNC:27662"
"lncRNA","MIR663AHG","URS00008C2A01_9606","HGNC:52453"
"lncRNA","NOL4L-DT","URS000075C569_9606","HGNC:44310"
"lncRNA","GDF5-AS1","URS0000E60AD7_9606","HGNC:33435"
"lncRNA","ENSG00000230155.8","URS00025EE1F4_9606","HGNC:40143"
"lncRNA","EPB41L1-AS1","URS0000BC44E5_9606","HGNC:55728"
"lncRNA","DLGAP4-AS1","URS000075AB8D_9606","HGNC:51223"
"lncRNA","SNHG11","URS000075E4A3_9606","HGNC:25046"
"lncRNA","PLCG1-AS1","URS0000759E22_9606","HGNC:40450"
"lncRNA","LINC01728","URS0000A76B30_9606","HGNC:52516"
"lncRNA","OSER1-DT","URS000075B4B5_9606","HGNC:48585"
"lncRNA","lnc-ADA-3","URS00008E399E_9606","HGNC:49901"
"lncRNA","STK4-DT","URS000075CC20_9606","HGNC:43811"
"lncRNA","SLC12A5-AS1","URS00003FB8AF_9606","HGNC:53143"
"lncRNA","LINC01754","URS0000BC43A9_9606","HGNC:52542"
"lncRNA","LINC01523","URS000075E74C_9606","HGNC:51225"
"lncRNA","LINC01522","URS000075B139_9606","HGNC:51224"
"lncRNA","LINC00494","URS000075AAA5_9606","HGNC:27657"
"lncRNA","LINC01275","URS00025E684C_9606","HGNC:50331"
"lncRNA","RBM38-AS1","URS0000BC45A2_9606","HGNC:40725"
"lncRNA","APCDD1L-DT","URS000075A519_9606","HGNC:27152"
"lncRNA","LINC01718","URS000075BFD7_9606","HGNC:52505"
"lncRNA","lnc-SLCO4A1-8","URS00007D2BE9_9606","HGNC:16159"
"lncRNA","SLCO4A1-AS1","URS000075A1F5_9606","HGNC:40537"
"lncRNA","LINC03104","URS00021231C9_9606","HGNC:56834"
"lncRNA","LINC03104","URS0002123133_9606","HGNC:56835"
"lncRNA","ASMER1","URS0000BC4618_9606","HGNC:53135"
"lncRNA","LINC01549","URS000075A936_9606","HGNC:1277"
"lncRNA","LINC02573","URS0000CCDF9F_9606","HGNC:53730"
"lncRNA","LINC01684","URS0000A773AE_9606","HGNC:52472"
"lncRNA","MIR155HG","URS000075EA4E_9606","HGNC:35460"
"lncRNA","BACH1-IT3","URS0000BC4650_9606","HGNC:16455"
"lncRNA","GRIK1-AS2","URS000075D82C_9606","HGNC:1282"
"lncRNA","GRIK1-AS1","URS000075B565_9606","HGNC:16458"
"lncRNA","TIAM1-AS1","URS000212321F_9606","HGNC:54361"
"lncRNA","LINC01690","URS0000A76FE9_9606","HGNC:52477"
"lncRNA","LINC01548","URS000075CA4D_9606","HGNC:1296"
"lncRNA","IL10RB-DT","URS000075CF5F_9606","HGNC:44303"
"lncRNA","DSCR4","URS0000BC43FE_9606","HGNC:3045"
"lncRNA","DSCR8","URS000075D1D9_9606","HGNC:16707"
"lncRNA","B3GALT5-AS1","URS000075B4E2_9606","HGNC:16424"
"lncRNA","LINC00111","URS000075D618_9606","HGNC:1262"
"lncRNA","LINC00112","URS000075E5EF_9606","HGNC:1263"
"lncRNA","LINC01671","URS000081210A_9606","HGNC:52459"
"lncRNA","LINC01679","URS00008E39FD_9606","HGNC:52469"
"lncRNA","LINC02575","URS0000D78084_9606","HGNC:53747"
"lncRNA","LINC01424","URS000075B98B_9606","HGNC:40558"
"lncRNA","LINC01547","URS0000759A06_9606","HGNC:15707"
"lncRNA","LINC00205","URS000075D064_9606","HGNC:16420"
"lncRNA","LINC01664","URS000075CC25_9606","HGNC:52452"
"lncRNA","HDHD5-AS1","URS000075A859_9606","HGNC:1842"
"lncRNA","ADORA2A-AS1","URS00008E39D5_9606","HGNC:37122"
"lncRNA","TFIP11-DT","URS0000A76908_9606","HGNC:55374"
"lncRNA","LINC01638","URS0002123252_9606","HGNC:52425"
"lncRNA","TTC28-AS1","URS000075C14D_9606","HGNC:29336"
"lncRNA","HORMAD2-AS1","URS0000EEACE2_9606","HGNC:50729"
"lncRNA","YWHAH-AS1","URS0002123254_9606","HGNC:23051"
"lncRNA","LINC02558","URS0000BC44B7_9606","HGNC:53597"
"lncRNA","LARGE-AS1","URS000075A914_9606","HGNC:40336"
"lncRNA","LINC02885","URS0000A774C0_9606","HGNC:41188"
"lncRNA","NCF4-AS1","URS0000BC44BC_9606","HGNC:40393"
"lncRNA","L3MBTL2-AS1","URS00004A8CFE_9606","HGNC:40847"
"lncRNA","NDUFA6-DT","URS000075D607_9606","HGNC:45273"
"lncRNA","LINC01589","URS0000812168_9606","HGNC:51520"
"lncRNA","LINC00899","URS000075B967_9606","HGNC:48583"
"lncRNA","PRR34-AS1","URS000075A679_9606","NA"
"lncRNA","SELENOO-AS1","URS00004A1D57_9606","HGNC:56048"
"lncRNA","EGOT","URS0000757E01_9606","HGNC:37129"
"lncRNA","LINC00606","URS0000CCE095_9606","HGNC:43931"
"lncRNA","HDAC11-AS1","URS000075E905_9606","HGNC:40868"
"lncRNA","LINC00690","URS000075D67C_9606","HGNC:44503"
"lncRNA","BALR6","URS0000E60B44_9606","HGNC:27946"
"lncRNA","UBE2E2-DT","URS0000A76D3C_9606","HGNC:44512"
"lncRNA","RARB-AS1","URS0000A764C1_9606","HGNC:54077"
"lncRNA","LINC00693","URS000075E5E8_9606","HGNC:44526"
"lncRNA","LINC02033","URS0000BC43B3_9606","HGNC:52867"
"lncRNA","EIF1B-AS1","URS000075C0E2_9606","NA"
"lncRNA","HHATL-AS1","URS0000BC45C0_9606","HGNC:42439"
"lncRNA","LIMD1-AS1","URS000075C13B_9606","HGNC:44107"
"lncRNA","LINC02009","URS0000CCE052_9606","HGNC:52845"
"lncRNA","TWF2-DT","URS0000A76425_9606","HGNC:55619"
"lncRNA","LINC00698","URS000075DECA_9606","HGNC:27720"
"lncRNA","ADAMTS9-AS2","URS000075C89F_9606","HGNC:42435"
"lncRNA","SUCLG2-DT","URS000075E742_9606","HGNC:49643"
"lncRNA","FOXP1-AS1","URS00007E4596_9606","HGNC:41942"
"lncRNA","LINC02018","URS0000CCE09B_9606","HGNC:52853"
"lncRNA","LINC02008","URS0000BC454C_9606","HGNC:52844"
"lncRNA","CCDC54-AS1","URS00007E4DE2_9606","HGNC:56107"
"lncRNA","LINC00636","URS000075C324_9606","HGNC:27702"
"lncRNA","MORC1-AS1","URS0000A77522_9606","HGNC:40377"
"lncRNA","NECTIN3-AS1","URS000075AD49_9606","HGNC:40813"
"lncRNA","LINC02042","URS000075B2BB_9606","HGNC:52882"
"lncRNA","CD200R1L-AS1","URS0000BC442A_9606","HGNC:54071"
"sRNA","TUSC7","URS000075F0E1_9606","HGNC:27701"
"lncRNA","H1-10-AS1","URS0000759AE5_9606","HGNC:27953"
"lncRNA","LINC02014","URS0000BC4449_9606","HGNC:52849"
"lncRNA","LINC02021","URS0000EEE7A7_9606","HGNC:52856"
"lncRNA","NUDT16-DT","URS00007598FE_9606","HGNC:27947"
"lncRNA","NPHP3-AS1","URS0000CCE05E_9606","HGNC:24129"
"lncRNA","ENSG00000240006.2","URS00025E81A1_9606","HGNC:52838"
"lncRNA","NCK1-DT","URS000075B4D1_9606","HGNC:49645"
"lncRNA","LINC01210","URS000075D823_9606","HGNC:49642"
"lncRNA","LINC02046","URS0000BC4617_9606","HGNC:52886"
"lncRNA","NONHSAG036436.2","URS000075C1F4_9606","HGNC:41048"
"lncRNA","LINC00886","URS000075C503_9606","HGNC:48572"
"lncRNA","LINC00881","URS0000469D72_9606","HGNC:48567"
"lncRNA","LINC01100","URS000075D2C1_9606","HGNC:49224"
"lncRNA","SLC7A14-AS1","URS0000A77752_9606","HGNC:54092"
"lncRNA","LINC01208","URS000075C55C_9606","HGNC:49639"
"lncRNA","TBL1XR1-AS1","URS000223167D_9606","HGNC:41243"
"lncRNA","PEX5L-AS2","URS000075C226_9606","HGNC:41252"
"lncRNA","SNHG33","URS000075D97B_9606","HGNC:48575"
"lncRNA","YEATS2-AS1","URS0000BC4564_9606","HGNC:41101"
"lncRNA","LINC02041","URS0000BC4492_9606","HGNC:52881"
"lncRNA","OPA1-AS1","URS000075C845_9606","HGNC:40421"
"lncRNA","LINC02038","URS0000BC4453_9606","HGNC:52878"
"lncRNA","NONHSAG037021.2","URS00004F6629_9606","NA"
"lncRNA","LINC00887","URS000075A9B0_9606","HGNC:48574"
"lncRNA","TMEM44-AS1","URS000075DE24_9606","HGNC:44272"
"lncRNA","ENSG00000229334.2","URS00025F3B1E_9606","HGNC:41082"
"lncRNA","XXYLT1-AS2","URS000075AF6F_9606","HGNC:41154"
"lncRNA","FAM157A","URS0000ABD871_9606","HGNC:34079"
"lncRNA","NUP107-DT","URS000075B50B_9606","HGNC:55587"
"lncRNA","LINC01587","URS00007E356C_9606","HGNC:13716"
"lncRNA","FAM86B2-DT","URS000075BA24_9606","HGNC:48726"
"lncRNA","LINC02270","URS00007E4BD8_9606","HGNC:53185"
"lncRNA","LINC01085","URS000075B913_9606","HGNC:27198"
"lncRNA","MED28-DT","URS0000E6DE80_9606","HGNC:55567"
"lncRNA","SEPSECS-AS1","URS00007599BF_9606","HGNC:27737"
"lncRNA","LINC02364","URS0000BC457F_9606","HGNC:53288"
"lncRNA","LINC02472","URS0000BC44FF_9606","HGNC:53411"
"lncRNA","LINC02501","URS0000BC4557_9606","HGNC:53489"
"lncRNA","LINC02506","URS00007E4D85_9606","HGNC:53495"
"lncRNA","LINC02484","URS0000BC45FC_9606","HGNC:53459"
"lncRNA","LINC02278","URS0000BC43CB_9606","HGNC:53194"
"lncRNA","SMIM14-DT","URS0000E7666D_9606","HGNC:53455"
"lncRNA","LINC00682","URS000075BB76_9606","HGNC:44466"
"lncRNA","LINC02383","URS0000BC4420_9606","HGNC:53306"
"lncRNA","USP46-DT","URS000075BD2C_9606","HGNC:43991"
"lncRNA","LINC02928","URS00021EF8E0_9606","HGNC:55799"
"lncRNA","ENSG00000288944.1","URS00022B22D7_9606","HGNC:53620"
"lncRNA","LINC02271","URS0000BC4548_9606","HGNC:53186"
"lncRNA","LINC02232","URS000075C0D6_9606","HGNC:53103"
"lncRNA","LINC02562","URS0000BC456A_9606","HGNC:53602"
"lncRNA","SDAD1-AS1","URS00007E3E03_9606","HGNC:41106"
"lncRNA","MAPK10-AS1","URS000075C0BC_9606","HGNC:40359"
"lncRNA","AFF1-AS1","URS000075D11F_9606","HGNC:53447"
"lncRNA","PPM1K-DT","URS0000A76A54_9606","HGNC:54093"
"lncRNA","UBE2D3-AS1","URS0000812122_9606","HGNC:54095"
"lncRNA","LEF1-AS1","URS000075CA92_9606","HGNC:40339"
"lncRNA","ENSG00000249815.2","URS00021F3545_9606","HGNC:55960"
"lncRNA","LINC02263","URS0000BC4421_9606","HGNC:53175"
"lncRNA","LINC02615","URS00007E40B4_9606","HGNC:53402"
"lncRNA","LINC01256","URS00007E45C1_9606","HGNC:49895"
"lncRNA","PCDH10-DT","URS00007E48C3_9606","HGNC:53036"
"lncRNA","LINC02462","URS0000BC4474_9606","HGNC:53399"
"lncRNA","LINC02485","URS0000BC4651_9606","HGNC:53460"
"lncRNA","LINC00613","URS000075C1CB_9606","HGNC:44060"
"lncRNA","SLC7A11-AS1","URS000075F088_9606","HGNC:44064"
"lncRNA","RAB33B-AS1","URS0000E60A68_9606","HGNC:55153"
"lncRNA","QKILA","URS00022B090A_9606","HGNC:55255"
"lncRNA","LINC01095","URS000075EB78_9606","HGNC:49220"
"lncRNA","HAND2-AS1","URS0000A76676_9606","HGNC:48872"
"lncRNA","LINC02509","URS0000BC4457_9606","HGNC:53498"
"lncRNA","LINC01098","URS000075A50F_9606","HGNC:27731"
"lncRNA","LINC00290","URS000075A4B6_9606","HGNC:38515"
"lncRNA","LINC02500","URS0000BC45A4_9606","HGNC:53488"
"lncRNA","ING2-DT","URS000075CD31_9606","HGNC:55723"
"lncRNA","LINC02427","URS0000BC43EE_9606","HGNC:53358"
"lncRNA","ENSG00000251230.7","URS00025E802B_9606","HGNC:52002"
"lncRNA","LINC02374","URS0000BC463E_9606","HGNC:53296"
"lncRNA","E","URS00004AEE93_9606","HGNC:53476"
"lncRNA","NONHSAG039581.2","URS000075D257_9606","HGNC:49081"
"lncRNA","LINC01596","URS00008E39EF_9606","HGNC:51591"
"lncRNA","FRG1-DT","URS0000BC453C_9606","HGNC:51590"
"lncRNA","SLC9A3-OT1","URS000075B559_9606","HGNC:24524"
"lncRNA","ENSG00000249116.2","URS00022B4960_9606","HGNC:40305"
"lncRNA","LINC01020","URS0000759CE1_9606","HGNC:27968"
"lncRNA","SNHG18","URS000075CB75_9606","HGNC:49007"
"lncRNA","LINC02221","URS0000BC452F_9606","HGNC:53090"
"lncRNA","LINC02149","URS000075AFDD_9606","HGNC:53010"
"lncRNA","MARCHF11-AS1","URS00025F7C3A_9606","HGNC:41287"
"lncRNA","NONHSAG039991.2","URS0000556FCD_9606","HGNC:53085"
"lncRNA","LINC02223","URS0000A763B7_9606","HGNC:53092"
"lncRNA","LINC02146","URS0000BC4468_9606","HGNC:53006"
"lncRNA","LINC02109","URS00008121D8_9606","HGNC:52964"
"lncRNA","CAPSL-DT","URS000075E6E5_9606","HGNC:56266"
"lncRNA","NADK2-AS1","URS00021231C1_9606","HGNC:41143"
"lncRNA","ENSG00000250155.3","URS00025E3C15_9606","HGNC:56374"
"lncRNA","CPLANE1-AS1","URS0000A76C0B_9606","HGNC:56117"
"lncRNA","GDNF-AS1","URS0000ABD86A_9606","HGNC:43592"
"lncRNA","EGFLAM-AS1","URS0002123220_9606","HGNC:41169"
"lncRNA","LINC00604","URS000212319F_9606","HGNC:43924"
"lncRNA","ANXA2R-AS1","URS000075AC8D_9606","HGNC:27208"
"lncRNA","LINC02224","URS00008E3979_9606","NA"
"lncRNA","LINC02057","URS0000BC448C_9606","HGNC:52900"
"lncRNA","LINC03123","URS000075E6FE_9606","HGNC:52969"
"lncRNA","FAM151B-DT","URS00022AE7DA_9606","HGNC:55578"
"lncRNA","LINC01338","URS000075A721_9606","HGNC:50547"
"lncRNA","LINC01554","URS000075DFD6_9606","HGNC:24687"
"lncRNA","LINC02234","URS0000BC44F1_9606","NA"
"lncRNA","CHD1-DT","URS0000CCE099_9606","HGNC:52907"
"lncRNA","LINC01848","URS0000ABD806_9606","HGNC:52663"
"lncRNA","HSALNG0044141","URS00003CE153_9606","HGNC:44117"
"lncRNA","LINCADL","URS0000D780CF_9606","HGNC:53956"
"lncRNA","SEMA6A-AS2","URS0000BC4452_9606","HGNC:52754"
