H2AFZ_AvgSignal,H2AFZ_MaxSignal,H2AFZ_MaxScaledSignal,H2AK5ac_AvgSignal,H2AK5ac_MaxSignal,H2AK5ac_MaxScaledSignal,H2AK9ac_AvgSignal,H2AK9ac_MaxSignal,H2AK9ac_MaxScaledSignal,H2BK120ac_AvgSignal,H2BK120ac_MaxSignal,H2BK120ac_MaxScaledSignal,H2BK12ac_AvgSignal,H2BK12ac_MaxSignal,H2BK12ac_MaxScaledSignal,H2BK15ac_AvgSignal,H2BK15ac_MaxSignal,H2BK15ac_MaxScaledSignal,H2BK20ac_AvgSignal,H2BK20ac_MaxSignal,H2BK20ac_MaxScaledSignal,H2BK5ac_AvgSignal,H2BK5ac_MaxSignal,H2BK5ac_MaxScaledSignal,H3F3A_AvgSignal,H3F3A_MaxSignal,H3F3A_MaxScaledSignal,H3K14ac_AvgSignal,H3K14ac_MaxSignal,H3K14ac_MaxScaledSignal,H3K18ac_AvgSignal,H3K18ac_MaxSignal,H3K18ac_MaxScaledSignal,H3K23ac_AvgSignal,H3K23ac_MaxSignal,H3K23ac_MaxScaledSignal,H3K23me2_AvgSignal,H3K23me2_MaxSignal,H3K23me2_MaxScaledSignal,H3K27ac_AvgSignal,H3K27ac_MaxSignal,H3K27ac_MaxScaledSignal,H3K27me3_AvgSignal,H3K27me3_MaxSignal,H3K27me3_MaxScaledSignal,H3K36me3_AvgSignal,H3K36me3_MaxSignal,H3K36me3_MaxScaledSignal,H3K4ac_AvgSignal,H3K4ac_MaxSignal,H3K4ac_MaxScaledSignal,H3K4me1_AvgSignal,H3K4me1_MaxSignal,H3K4me1_MaxScaledSignal,H3K4me2_AvgSignal,H3K4me2_MaxSignal,H3K4me2_MaxScaledSignal,H3K4me3_AvgSignal,H3K4me3_MaxSignal,H3K4me3_MaxScaledSignal,H3K56ac_AvgSignal,H3K56ac_MaxSignal,H3K56ac_MaxScaledSignal,H3K79me1_AvgSignal,H3K79me1_MaxSignal,H3K79me1_MaxScaledSignal,H3K79me2_AvgSignal,H3K79me2_MaxSignal,H3K79me2_MaxScaledSignal,H3K9ac_AvgSignal,H3K9ac_MaxSignal,H3K9ac_MaxScaledSignal,H3K9me1_AvgSignal,H3K9me1_MaxSignal,H3K9me1_MaxScaledSignal,H3K9me2_AvgSignal,H3K9me2_MaxSignal,H3K9me2_MaxScaledSignal,H3K9me3_AvgSignal,H3K9me3_MaxSignal,H3K9me3_MaxScaledSignal,H3T11ph_AvgSignal,H3T11ph_MaxSignal,H3T11ph_MaxScaledSignal,H4K12ac_AvgSignal,H4K12ac_MaxSignal,H4K12ac_MaxScaledSignal,H4K20me1_AvgSignal,H4K20me1_MaxSignal,H4K20me1_MaxScaledSignal,H4K5ac_AvgSignal,H4K5ac_MaxSignal,H4K5ac_MaxScaledSignal,H4K8ac_AvgSignal,H4K8ac_MaxSignal,H4K8ac_MaxScaledSignal,H4K91ac_AvgSignal,H4K91ac_MaxSignal,H4K91ac_MaxScaledSignal
0,0,0,3.28185,3.28185,3.28185,0,0,0,0,0,0,5.68548,5.68548,5.68548,4.99309,5.60095,4.99309,4.8696,5.06595,4.8696,0,0,0,0,0,0,0,0,0,3.16801,3.78401,3.16801,3.60522,3.88534,1.88845,0,0,0,36.335,11.56674,9.95278,7101.95,256.69952,256.7,13.8346,13.30111,5.74156,0,0,0,179.745,18.13316,18.1332,0,0,0,270.265,63.39388,63.3939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.4238,10.70558,8.46488,0,0,0,0,0,0,138.944,9.14047,9.14047,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2.031,2.03100,2.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.9936,51.76459,10.6552,33.4604,19.59697,19.597,228.774,13.39771,13.3977,0,0,0,23.429,8.21243,8.21243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33721,2.33721,2.33721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3929,5.62987,5.62987,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.3011,13.18314,11.8393,3.61149,3.95727,3.61149,2727.91,56.48540,56.4854,0,0,0,247.402,10.42854,10.4285,0,0,0,0,0,0,0,0,0,13.1632,5.87798,5.87798,403.31,36.96037,36.9604,1.25927,3.64013,0.693814,3.86302,3.86302,3.86302,0,0,0,0,0,0,0,0,0,0,0,0,231.945,24.75210,24.7521,0,0,0,0,0,0,0,0,0
10.9544,5.59341,5.59341,17.4818,11.51281,11.5128,8.24402,8.24402,8.24402,12.5648,12.56477,12.5648,28.0688,8.14838,8.14838,5.01864,5.01864,5.01864,2.85844,6.29751,2.85844,12.0477,9.14331,9.14331,5.84711,3.04427,3.04427,11.8863,5.42128,5.42128,15.6452,6.13197,6.13197,6.47676,6.47676,6.47676,0,0,0,4963.77,63.58171,63.5817,110.609,20.38381,20.3838,488.053,26.29809,26.2981,26.1485,18.75706,18.7571,2995.87,53.07405,53.074,181.097,15.51697,15.517,1402.58,54.70468,54.7047,10.1658,5.83992,5.83992,13.1291,6.78882,6.78882,25.9829,7.10138,7.10138,195.642,19.24977,19.2498,3.72225,3.72225,3.72225,0,0,0,3.85798,3.85798,3.85798,0,0,0,0,0,0,21.5868,5.84938,5.84938,2.94349,2.94349,2.94349,30.406,10.05681,10.0568,22.3818,13.16686,13.1669
0,0,0,8.65098,4.63990,4.6399,0,0,0,0,0,0,0,0,0,1.92461,2.48061,1.92461,0,0,0,11.1797,5.74524,5.74524,0,0,0,5.06779,3.15129,3.15129,2.19638,3.26641,2.19638,4.18397,4.18397,4.18397,0,0,0,73.6016,27.58064,27.5806,62.1856,8.36286,8.36286,111.722,12.42237,12.4224,2.01261,3.64786,2.01261,17.7222,4.36827,4.36388,0,0,0,1.59025,3.41610,1.59025,0,0,0,3.72443,4.53182,3.72443,0,0,0,5.57949,5.57949,5.57949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2859,4.68605,3.5506,0,0,0,3.06527,3.60376,3.06527,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.30158,3.30158,3.30158,1.31392,4.05280,1.31392,0,0,0,2.64233,3.90993,2.64233,0,0,0,0,0,0,1621.77,86.35640,86.3564,14.2203,9.49430,5.85265,1061.37,22.03485,22.0348,0,0,0,781.785,33.05111,33.0511,319.758,24.85359,24.8536,19.7094,14.27218,7.62486,0,0,0,0,0,0,81.1111,20.96144,20.9614,312.246,70.64973,70.6497,4.49774,4.49774,4.49774,0,0,0,3.03426,6.59052,2.07647,0,0,0,0,0,0,45.5664,5.50106,5.50106,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3388,3.32808,3.32808,0,0,0,0,0,0,0,0,0,0,0,0,590.498,54.17240,54.1724,21.4416,8.41360,8.4136,2496.98,70.76245,70.7625,6.47453,6.47453,6.47453,1406.61,27.27587,27.2759,139.755,27.81624,27.8162,319.075,74.29313,74.2931,0,0,0,0,0,0,869.394,51.21417,51.2142,80.835,44.06379,44.0638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429.813,19.70380,19.7038,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.73701,4.86933,4.73701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7637,8.61547,8.61547,140.374,11.04014,11.0401,473.426,12.56058,12.5606,0,0,0,0,0,0,0,0,0,2.92004,4.63178,2.92004,0,0,0,0,0,0,29.055,11.29576,11.2958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.9423,5.73923,5.73923,0,0,0,0,0,0,0,0,0
31.0772,5.14911,5.14911,5.70677,3.77503,3.77503,0,0,0,0,0,0,4.80663,4.80663,4.80663,4.00073,4.00073,4.00073,0,0,0,2.56027,2.56027,2.56027,4.81286,4.81286,4.81286,1.83454,1.83454,1.83454,2.66998,3.45043,2.66998,3.86218,3.95638,3.86218,0,0,0,141.962,14.82420,14.8242,227.798,15.76592,15.7659,26.8766,5.49298,5.49298,5.23172,5.23172,5.23172,120.159,10.58956,10.5896,30.6076,5.52512,5.52512,33.5115,5.93685,5.93685,0,0,0,0,0,0,0,0,0,3.11272,4.35553,2.95717,0,0,0,0,0,0,6.29131,6.29131,6.29131,0,0,0,0,0,0,0,0,0,0,0,0,16.8843,5.71945,5.71945,4.55297,4.55297,4.55297
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60394,2.41576,0.60394,0,0,0,0,0,0,0,0,0,0,0,0,330.527,34.48833,34.4883,9.9817,8.78129,7.8525,513.104,17.29569,17.2957,0,0,0,249.826,16.37700,16.377,14.7013,14.70129,14.7013,122.188,33.64532,33.6453,0,0,0,8.33294,4.51805,4.51805,103.754,10.82081,10.8208,16.657,4.27978,4.27978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.164,7.95341,7.95341,0,0,0,2.06183,4.28861,2.06183,0,0,0
