"RNAID","Dataset","GC_percentage","GA","GT","CpG","TA","phyloP_max_241w","phyloP_max_100w","RPKM_tissue","RPKM_primary.cell","copy_number","repeat_distance","Interaction_ave","MFE","SNP_density","MAF_avg","fickett","GERP_91_mammals_max","GERP_63_amniotes_max","lowComplexity_density","Max_covariance","coding_potential","methylome","H3K9ac_MaxScaledSignal","H3K79me2_MaxScaledSignal","chrm_acc_MaxScaledSignal","H3K79me1_MaxScaledSignal","Random","T","C","G","MaxEnt_splicing"
"RNA1041","protein-exon3-negative-control",1.77053824362606,0.441013188888543,0.289067468347112,-2.37980701928534,-2.96775934169702,-0.32541220851941,-0.362557394994594,3.54995136566629,5.45632823337783,-0.674490759476595,32.7605598949264,-1.40668131843644,-0.0364589599717079,-0.546324141268055,-0.606836671140037,-0.664054512768362,0.210006280423116,0.665843442047408,0,-0.223329845925259,0,-1.33139876570906,4.62327983090888,6.35357656785536,9.45416896995139,0,0.589444170463628,-0.1753008162006,0.178106270506506,1.68778821989398,0.292564830915359
"RNA1042","protein-exon3-negative-control",1.43329286388776,-0.804200520914402,-2.43298452525486,0.216346092662304,0.154169316451793,0.17503232427938,-0.0871031113231365,6.4135788006371,5.45632823337783,-0.674490759476595,32.7605598949264,0.785911061927006,0.0972238932578875,0.728419076682909,-0.520731467802599,-0.831420987755964,-0.0123533106131245,0.207535618300491,0,0.608703673080007,0,-0.411779908461778,4.62327983090888,6.35357656785536,14.4765896890735,0,0.989900397270304,-0.526904167551515,1.31534025144349,1.18148298034983,0.932165231471758
"RNA1043","protein-exon3-negative-control",0.252934034803723,-4.61766750718592,1.75849376577827,0.954468055863106,0.713033088589544,-0.983632357570034,-1.307291140884,4.33094066611287,6.3724276231147,214577.094293808,-0.724453037956343,0.427774375479256,0.86893854599237,1.7246572166423,-0.528931963358546,-0.794507596621284,-0.957999238047801,-0.707350565707506,0,NA,0,0.492434348671444,0,0,-0.446493902108602,0,0.905699842539323,-1.38178290416942,0.76510861750358,-0.0347164361495314,-1.61259363060931
"RNA1044","protein-exon3-negative-control",-0.337245379738298,-0.622606854901472,1.08400300630167,-1.05627798182184,-0.578134936694225,-1.04230516486369,-1.2611339365931,4.33094066611287,4.35902237094576,132.200188857413,0.747964698417401,-0.791880006701136,1.4522819055397,-0.0107122380640793,-0.690891750588488,0.31598635866597,-1.02205115357685,-0.912032569256365,0,-0.960491461390182,0,-1.33139876570906,1.19765170878931,0.0925268493102074,1.54424942602398,0,-0.776538608822803,-0.1753008162006,-0.386745044528422,1.49886835439243,0.368745769763136
"RNA1045","protein-exon3-negative-control",-0.927424794280318,0.544780998038789,-1.99938332273419,-0.750848203945644,0.635948430363647,-1.04230516486369,-1.2611339365931,3.54995136566629,3.59392837512156,82.9623634156212,0.742086783302136,0.530241260768474,1.31252255898148,1.27474321795096,-0.432576140576175,0.131419402992575,-1.02205115357685,-0.912032569256365,3.71645515519733,-0.957202107070353,0,-1.33139876570906,1.19765170878931,2.06642849167428,-0.578016299074129,0,-0.379788817918162,-1.38178290416942,1.56254576814112,-1.43494602751395,0.368745769763136
"RNA1046","protein-exon3-negative-control",-0.843113449345744,-7.39345640195499,1.83076063286504,-0.661764518731754,-1.25262569617082,-1.04230516486369,-1.2611339365931,4.33094066611287,4.35902237094576,111.290975313638,0.747964698417401,1.34798669482417,1.33075203896734,0.182108047089352,-0.680641131143555,-1.60640893775629,-1.02205115357685,-0.912032569256365,0,-0.985075056833118,0,-1.33139876570906,1.19765170878931,2.06642849167428,8.03963204003112,0,-0.580742103563202,-1.03707373617834,0.76510861750358,-1.63497882628029,0.368314657876579
"RNA1047","protein-exon3-negative-control",2.02347227842979,-6.5114300241779,0.867202405041337,2.35435453779566,-0.308338632903587,2.19357411470129,0.700547245769841,8.67371450344464,28.6910248434074,0,1.24464852565725,0.846595333797319,0,3.65283384482762,-0.664240140031662,-1.84876177798083,0.16676969327718,NA,0,0.592776273215571,0,-1.32099920379229,6.77984898762965,1.68234443994417,54.2799175242912,0,0.394695136219819,-0.86471915218279,1.96126434345989,0.965447557682189,-0.326388249953316
"RNA1048","protein-exon3-negative-control",2.02347227842979,-1.53057518496612,0.843113449345744,2.39253326003019,1.05991405060608,3.08056890731708,3.61366241335474,9.46653697511011,28.6910248434074,0,1.24464852565725,-0.647630507993014,-0.0729179199434156,5.00257584090164,-0.651939396697742,-1.44542016909039,0.16676969327718,NA,0,0.748587793628542,0,-1.32269122251741,6.77984898762965,2.02675993156538,53.4597469451844,0,-1.26602987197181,-0.520009984191689,1.96126434345989,1.16548035644853,-0.554215934584936
"RNA1049","protein-exon3-negative-control",1.51760420882234,-0.466955141176104,-1.75849376577827,0.318156018621035,-0.925015898710759,-0.994972479988135,-1.17700870941777,1.57381177211206,4.35902237094576,5.39592607581276,-0.439374154866017,-0.542179150316732,0.783867639391719,0.567735505721717,1.20752297061311,0.556986352095,-0.925880630453678,-0.669302369019083,0,-0.935907865947247,0,0.0147898847934989,0.483158099906887,0,6.25377019369817,0,0.286644472206187,-0.692364568187246,1.56254576814112,1.76557875274755,-3.69731280340037
"RNA1050","protein-exon3-negative-control",0.927424794280318,-0.38912928431342,0.144533734173556,0.954468055863106,0.0770846582258967,-0.838676010138661,-1.2611339365931,0.319495622909966,1.91273498956049,215584.108997707,-0.871400915837954,-1.16394423095519,-0.291671679773663,2.07983936709255,41.0516807530679,-1.31090854485093,-0.872761394817243,-0.851760766774931,0,-0.627920427264274,0,0.392026108623067,0,2.72296599037037,-0.674490759476595,0,-0.405895018619442,-1.35759278711742,0.782596274315813,0.78296149564973,-1.04625470429632
